,Site,Year,Species,Phytometer,Neighbour,Treatment,light,carbon,WUE
640,CAP6,2017,Carex,Carex_Phragmites,Phragmites,Competition,500,10.2,3.07
641,CAP6,2017,Carex,Carex_Phragmites,Phragmites,Competition,200,5.9,1.64
642,CAP6,2017,Carex,Carex_Phragmites,Phragmites,Competition,100,3.1,1.06
643,CAP6,2017,Carex,Carex_Phragmites,Phragmites,Competition,50,1.2,0.51
644,CAP6,2017,Carex,Carex_Phragmites,Phragmites,Competition,0,0,0
645,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,13.7,2.28
646,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,12.2,2.65
647,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,9.4,2.63
648,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,4.8,1.33
649,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,1.4,0.42
650,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,0,0
651,CAP6CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-1,-0.33
652,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,13.8,2.22
653,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,12.7,2.51
654,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,9.5,2.22
655,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,4.3,1.02
656,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,0.9,0.24
657,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,-0.8,-0.25
658,CAP7CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-0.6,-0.25
659,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,1500,13.6,2.52
660,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,1000,13.1,3.38
661,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,500,10.3,3.07
662,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,200,5.8,1.86
663,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,100,2.5,0.9
664,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,50,0.9,0.38
665,CAP9,2017,Carex,Carex_Phragmites,Phragmites,Competition,0,-0.2,-0.1
666,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1500,24.9,2.84
667,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,1000,17.1,3.17
668,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,500,12.5,2.87
669,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,200,5.7,1.57
670,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,100,1.8,0.49
671,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,50,-0.1,-0.03
672,CAP9CU,2017,Carex,Carex_Phragmites,Phragmites,Without competition,0,-1.2,-0.43
673,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,5.5,1.57
674,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,5.5,2.29
675,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,5,2.66
676,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,2.8,1.39
677,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,1.5,0.92
678,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,0.8,0.82
679,CCP1,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,0.4,0.36
680,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,9.4,1.8
681,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,8.8,2.52
682,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,7.2,2.87
683,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,3.2,1.61
684,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,1.1,0.66
685,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,0,0
686,CCP10,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,-0.9,-0.67
687,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,10.9,2.71
688,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,10.7,3.69
689,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,9.8,4.24
690,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,5.4,2.28
691,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,2.6,1.25
692,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,1.7,0.93
693,CCP10CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,-0.5,-0.36
694,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,9.1,2.42
695,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,8.5,3.65
696,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,7.5,3.93
697,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,4,2.92
698,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,1.8,1.78
699,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,0.5,0.65
700,CCP11,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,-0.6,-0.77
701,CCP11CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,12.9,2.41
702,CCP11CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,12.4,3.15
703,CCP11CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,10.4,3.31
704,CCP11CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,5.7,1.69
705,CCP11CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,2.7,0.88
706,CCP11CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,1,0.37
707,CCP11CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,-0.3,-0.13
708,CCP12,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,5.1,2.13
709,CCP12,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,4.5,3.46
710,CCP12,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,3.8,2.73
711,CCP12,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,2.8,2.28
712,CCP12,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,1.3,1.25
713,CCP12,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,-0.1,-0.1
714,CCP12,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,-0.9,-1.3
715,CCP12CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,14.3,2.19
716,CCP12CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,13.5,2.9
717,CCP12CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,11,2.41
718,CCP12CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,6.1,1.4
719,CCP12CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,2.7,0.67
720,CCP12CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,1.2,0.34
721,CCP12CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,0,0
722,CCP1CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,14.5,1.88
723,CCP1CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,13,2.45
724,CCP1CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,10.8,2.18
725,CCP1CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,6.6,1.47
726,CCP1CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,3.6,1.17
727,CCP1CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,1.6,0.48
728,CCP1CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,0.2,0.07
729,CCP2,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,9.8,2.09
730,CCP2,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,9,2.78
731,CCP2,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,7.6,2.59
732,CCP2,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,4.4,1.77
733,CCP2,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,1.9,0.91
734,CCP2,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,0.6,0.3
735,CCP2,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,-0.1,-0.06
736,CCP2CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,18.4,2.41
737,CCP2CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,16.8,2.84
738,CCP2CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,13.1,2.44
739,CCP2CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,5.7,1.35
740,CCP2CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,3.5,0.72
741,CCP2CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,1.5,0.33
742,CCP2CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,-0.1,-0.02
743,CCP3,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,12.5,1.79
744,CCP3,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,11.6,2.46
745,CCP3,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,10,2.27
746,CCP3,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,5.7,1.47
747,CCP3,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,2.8,0.81
748,CCP3,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,1.3,0.4
749,CCP3,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,0,0
750,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,15.6,2.17
751,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,14.4,2.72
752,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,11.6,2.76
753,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,5.9,1.31
754,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,3,0.83
755,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,1.2,0.37
756,CCP3CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,-0.2,-0.07
757,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,11.6,2.64
758,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,10.1,3.75
759,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,8.9,3.89
760,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,5.6,2.69
761,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,2.7,1.42
762,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,1,0.78
763,CCP4,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,-0.2,-0.2
764,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,14.8,2.5
765,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,13.7,3.47
766,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,11.6,3.45
767,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,6.3,2.08
768,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,3.1,1.28
769,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,1.6,0.8
770,CCP4CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,0,0
771,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,11.4,1.99
772,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,10.8,2.76
773,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,9,2.77
774,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,5.5,2.19
775,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,2.4,1.29
776,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,1.1,0.71
777,CCP5,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,-0.6,-0.48
778,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,5.5,1.38
779,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,5.4,2.29
780,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,5.6,2.75
781,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,4.2,2.44
782,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,2,1.52
783,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,0.5,0.5
784,CCP5CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,-0.5,-0.67
785,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,7.8,1.86
786,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,7.8,2.79
787,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,7.4,2.75
788,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,5.1,2.04
789,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,2.6,1.16
790,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,1.2,0.58
791,CCP6,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,-0.1,-0.06
792,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,16.5,2.42
793,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,15.6,3.28
794,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,12.1,3.09
795,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,5.9,1.9
796,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,2.7,1.18
797,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,0.9,0.55
798,CCP6CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,-0.4,-0.27
799,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,8.1,2.03
800,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,7.3,3.16
801,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,5.6,3.18
802,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,4,2.65
803,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,1.9,1.43
804,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,0.6,0.58
805,CCP7,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,-0.3,-0.36
806,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,15.7,2.72
807,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,14.8,4.02
808,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,12.2,3.45
809,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,6.5,1.98
810,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,3.7,1.17
811,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,0.7,0.27
812,CCP7CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,-0.9,-0.44
813,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,5.5,1.49
814,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,5.4,2.51
815,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,5.1,2.45
816,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,3.8,1.84
817,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,2.3,1.5
818,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,0.7,0.46
819,CCP8,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,-0.1,-0.08
820,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,16.2,2.71
821,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,14.1,4.1
822,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,8.9,4.22
823,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,4.3,3.64
824,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,2.2,3.33
825,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,0.1,0.18
826,CCP8CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,-1.1,-1.72
827,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1500,10.7,2.03
828,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,1000,9.5,2.6
829,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,500,7.9,2.95
830,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,200,4.8,2.34
831,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,100,2.7,1.63
832,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,50,0.7,0.43
833,CCP9,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Competition,0,-0.4,-0.29
834,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1500,13.7,2.34
835,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,1000,13.3,3.24
836,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,500,11.4,2.94
837,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,200,5.7,2.02
838,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,100,2.2,1.01
839,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,50,0.3,0.17
840,CCP9CU,2017,Calamagrostis,Calamagrostis_Phragmites,Phragmites,Without competition,0,-0.9,-0.69
841,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,1500,18.9,3.29
842,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,1000,17.2,4.05
843,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,500,12.8,3.32
844,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,200,4.9,1.46
845,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,100,1.1,0.39
846,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,50,-0.8,-0.32
847,PCA1,2017,Phragmites,Phragmites_Carex,Carex,Competition,0,-2,-1
848,PCA1CU,2017,Phragmites,Phragmites_Carex,Carex,Without competition,1500,14.7,2.63
849,PCA1CU,2017,Phragmites,Phragmites_Carex,Carex,Without competition,1000,13,3.47
850,PCA1CU,2017,Phragmites,Phragmites_Carex,Carex,Without competition,500,9.8,3.07
